,,,,,,1,2,3,4,5,6
c-CNC_COM,,,,,,,,,,,
d-0,,,,,,,,,,,
p-ICMP,,,,,,,,,,,
x-OUT,,,,,,,,,,,
r-PRIVATE,,,,,,,,,,,
l-2,,,,,,,,,,,
p-TCP,,,,,,,,,,,
c-NaN,,,,,,,,,,,
d-51347,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51347,l-2,p-TCP,x-OUT,,,,,,,,
d-51347,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51347,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51348,l-2,p-TCP,,,,,,,,
c-DDOS,d-51348,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51348,l-2,x-OUT,,,,,,,,
c-DDOS,d-51348,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51348,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51348,r-PRIVATE,x-OUT,,,,,,,,
d-51348,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51348,l-2,p-TCP,x-OUT,,,,,,,,
d-51348,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51348,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51349,l-2,p-TCP,,,,,,,,
c-DDOS,d-51349,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51349,l-2,x-OUT,,,,,,,,
c-DDOS,d-51349,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51349,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51349,r-PRIVATE,x-OUT,,,,,,,,
d-51349,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51349,l-2,p-TCP,x-OUT,,,,,,,,
d-51349,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51349,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51350,l-2,p-TCP,,,,,,,,
c-DDOS,d-51350,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51350,l-2,x-OUT,,,,,,,,
c-DDOS,d-51350,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51350,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51350,r-PRIVATE,x-OUT,,,,,,,,
d-51350,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51350,l-2,p-TCP,x-OUT,,,,,,,,
d-51350,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51350,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51351,l-2,p-TCP,,,,,,,,
c-DDOS,d-51351,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51351,l-2,x-OUT,,,,,,,,
c-DDOS,d-51351,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51351,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51351,r-PRIVATE,x-OUT,,,,,,,,
d-51351,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51351,l-2,p-TCP,x-OUT,,,,,,,,
d-51351,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51351,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51352,l-2,p-TCP,,,,,,,,
c-DDOS,d-51352,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51352,l-2,x-OUT,,,,,,,,
c-DDOS,d-51352,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51352,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51352,r-PRIVATE,x-OUT,,,,,,,,
d-51352,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51352,l-2,p-TCP,x-OUT,,,,,,,,
d-51352,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51352,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51353,l-2,p-TCP,,,,,,,,
c-DDOS,d-51353,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51353,l-2,x-OUT,,,,,,,,
c-DDOS,d-51353,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51353,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51353,r-PRIVATE,x-OUT,,,,,,,,
d-51353,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51353,l-2,p-TCP,x-OUT,,,,,,,,
d-51353,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51353,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51354,l-2,p-TCP,,,,,,,,
c-DDOS,d-51354,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51354,l-2,x-OUT,,,,,,,,
c-DDOS,d-51354,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51354,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51354,r-PRIVATE,x-OUT,,,,,,,,
d-51354,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51354,l-2,p-TCP,x-OUT,,,,,,,,
d-51354,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51354,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51355,l-2,p-TCP,,,,,,,,
c-DDOS,d-51355,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51355,l-2,x-OUT,,,,,,,,
c-DDOS,d-51355,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51355,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51355,r-PRIVATE,x-OUT,,,,,,,,
d-51355,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51355,l-2,p-TCP,x-OUT,,,,,,,,
d-51355,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51355,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51356,l-2,p-TCP,,,,,,,,
c-DDOS,d-51356,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51356,l-2,x-OUT,,,,,,,,
c-DDOS,d-51356,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51356,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51356,r-PRIVATE,x-OUT,,,,,,,,
d-51356,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51356,l-2,p-TCP,x-OUT,,,,,,,,
d-51356,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51356,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51357,l-2,p-TCP,,,,,,,,
c-DDOS,d-51357,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51357,l-2,x-OUT,,,,,,,,
c-DDOS,d-51357,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51357,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51357,r-PRIVATE,x-OUT,,,,,,,,
d-51357,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51357,l-2,p-TCP,x-OUT,,,,,,,,
d-51357,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51357,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51358,l-2,p-TCP,,,,,,,,
c-DDOS,d-51358,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51358,l-2,x-OUT,,,,,,,,
c-DDOS,d-51358,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51358,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51358,r-PRIVATE,x-OUT,,,,,,,,
d-51358,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51358,l-2,p-TCP,x-OUT,,,,,,,,
d-51358,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51358,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51359,l-2,p-TCP,,,,,,,,
c-DDOS,d-51359,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51359,l-2,x-OUT,,,,,,,,
c-DDOS,d-51359,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51359,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51359,r-PRIVATE,x-OUT,,,,,,,,
d-51359,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51359,l-2,p-TCP,x-OUT,,,,,,,,
d-51359,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51359,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51360,l-2,p-TCP,,,,,,,,
c-DDOS,d-51360,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51360,l-2,x-OUT,,,,,,,,
c-DDOS,d-51360,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51360,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51360,r-PRIVATE,x-OUT,,,,,,,,
d-51360,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51360,l-2,p-TCP,x-OUT,,,,,,,,
d-51360,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51360,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51361,l-2,p-TCP,,,,,,,,
c-DDOS,d-51361,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51361,l-2,x-OUT,,,,,,,,
c-DDOS,d-51361,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51361,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51361,r-PRIVATE,x-OUT,,,,,,,,
d-51361,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51361,l-2,p-TCP,x-OUT,,,,,,,,
d-51361,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51361,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51362,l-2,p-TCP,,,,,,,,
c-DDOS,d-51362,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51362,l-2,x-OUT,,,,,,,,
c-DDOS,d-51362,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51362,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51362,r-PRIVATE,x-OUT,,,,,,,,
d-51362,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51362,l-2,p-TCP,x-OUT,,,,,,,,
d-51362,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51362,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51363,l-2,p-TCP,,,,,,,,
c-DDOS,d-51363,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51363,l-2,x-OUT,,,,,,,,
c-DDOS,d-51363,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51363,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51363,r-PRIVATE,x-OUT,,,,,,,,
d-51363,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51363,l-2,p-TCP,x-OUT,,,,,,,,
d-51363,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51363,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51364,l-2,p-TCP,,,,,,,,
c-DDOS,d-51364,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51364,l-2,x-OUT,,,,,,,,
c-DDOS,d-51364,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51364,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51364,r-PRIVATE,x-OUT,,,,,,,,
d-51364,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51364,l-2,p-TCP,x-OUT,,,,,,,,
d-51364,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51364,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51365,l-2,p-TCP,,,,,,,,
c-DDOS,d-51365,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51365,l-2,x-OUT,,,,,,,,
c-DDOS,d-51365,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51365,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51365,r-PRIVATE,x-OUT,,,,,,,,
d-51365,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51365,l-2,p-TCP,x-OUT,,,,,,,,
d-51365,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51365,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51366,l-2,p-TCP,,,,,,,,
c-DDOS,d-51366,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51366,l-2,x-OUT,,,,,,,,
c-DDOS,d-51366,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51366,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51366,r-PRIVATE,x-OUT,,,,,,,,
d-51366,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51366,l-2,p-TCP,x-OUT,,,,,,,,
d-51366,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51366,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51367,l-2,p-TCP,,,,,,,,
c-DDOS,d-51367,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51367,l-2,x-OUT,,,,,,,,
c-DDOS,d-51367,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51367,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51367,r-PRIVATE,x-OUT,,,,,,,,
d-51367,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51367,l-2,p-TCP,x-OUT,,,,,,,,
d-51367,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51367,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51368,l-2,p-TCP,,,,,,,,
c-DDOS,d-51368,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51368,l-2,x-OUT,,,,,,,,
c-DDOS,d-51368,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51368,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51368,r-PRIVATE,x-OUT,,,,,,,,
d-51368,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51368,l-2,p-TCP,x-OUT,,,,,,,,
d-51368,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51368,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51369,l-2,p-TCP,,,,,,,,
c-DDOS,d-51369,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51369,l-2,x-OUT,,,,,,,,
c-DDOS,d-51369,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51369,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51369,r-PRIVATE,x-OUT,,,,,,,,
d-51369,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51369,l-2,p-TCP,x-OUT,,,,,,,,
d-51369,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51369,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51370,l-2,p-TCP,,,,,,,,
c-DDOS,d-51370,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51370,l-2,x-OUT,,,,,,,,
c-DDOS,d-51370,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51370,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51370,r-PRIVATE,x-OUT,,,,,,,,
d-51370,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51370,l-2,p-TCP,x-OUT,,,,,,,,
d-51370,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51370,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51371,l-2,p-TCP,,,,,,,,
c-DDOS,d-51371,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51371,l-2,x-OUT,,,,,,,,
c-DDOS,d-51371,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51371,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51371,r-PRIVATE,x-OUT,,,,,,,,
d-51371,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51371,l-2,p-TCP,x-OUT,,,,,,,,
d-51371,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51371,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51372,l-2,p-TCP,,,,,,,,
c-DDOS,d-51372,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51372,l-2,x-OUT,,,,,,,,
c-DDOS,d-51372,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51372,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51372,r-PRIVATE,x-OUT,,,,,,,,
d-51372,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51372,l-2,p-TCP,x-OUT,,,,,,,,
d-51372,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51372,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51373,l-2,p-TCP,,,,,,,,
c-DDOS,d-51373,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51373,l-2,x-OUT,,,,,,,,
c-DDOS,d-51373,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51373,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51373,r-PRIVATE,x-OUT,,,,,,,,
d-51373,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51373,l-2,p-TCP,x-OUT,,,,,,,,
d-51373,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51373,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51374,l-2,p-TCP,,,,,,,,
c-DDOS,d-51374,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51374,l-2,x-OUT,,,,,,,,
c-DDOS,d-51374,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51374,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51374,r-PRIVATE,x-OUT,,,,,,,,
d-51374,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51374,l-2,p-TCP,x-OUT,,,,,,,,
d-51374,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51374,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51375,l-2,p-TCP,,,,,,,,
c-DDOS,d-51375,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51375,l-2,x-OUT,,,,,,,,
c-DDOS,d-51375,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51375,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51375,r-PRIVATE,x-OUT,,,,,,,,
d-51375,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51375,l-2,p-TCP,x-OUT,,,,,,,,
d-51375,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51375,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51376,l-2,p-TCP,,,,,,,,
c-DDOS,d-51376,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51376,l-2,x-OUT,,,,,,,,
c-DDOS,d-51376,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51376,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51376,r-PRIVATE,x-OUT,,,,,,,,
d-51376,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51376,l-2,p-TCP,x-OUT,,,,,,,,
d-51376,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51376,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51377,l-2,p-TCP,,,,,,,,
c-DDOS,d-51377,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51377,l-2,x-OUT,,,,,,,,
c-DDOS,d-51377,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51377,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51377,r-PRIVATE,x-OUT,,,,,,,,
d-51377,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51377,l-2,p-TCP,x-OUT,,,,,,,,
d-51377,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51377,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51378,l-2,p-TCP,,,,,,,,
c-DDOS,d-51378,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51378,l-2,x-OUT,,,,,,,,
c-DDOS,d-51378,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51378,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51378,r-PRIVATE,x-OUT,,,,,,,,
d-51378,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51378,l-2,p-TCP,x-OUT,,,,,,,,
d-51378,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51378,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51379,l-2,p-TCP,,,,,,,,
c-DDOS,d-51379,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51379,l-2,x-OUT,,,,,,,,
c-DDOS,d-51379,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51379,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51379,r-PRIVATE,x-OUT,,,,,,,,
d-51379,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51379,l-2,p-TCP,x-OUT,,,,,,,,
d-51379,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51379,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51380,l-2,p-TCP,,,,,,,,
c-DDOS,d-51380,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51380,l-2,x-OUT,,,,,,,,
c-DDOS,d-51380,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51380,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51380,r-PRIVATE,x-OUT,,,,,,,,
d-51380,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51380,l-2,p-TCP,x-OUT,,,,,,,,
d-51380,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51380,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51381,l-2,p-TCP,,,,,,,,
c-DDOS,d-51381,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51381,l-2,x-OUT,,,,,,,,
c-DDOS,d-51381,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51381,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51381,r-PRIVATE,x-OUT,,,,,,,,
d-51381,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51381,l-2,p-TCP,x-OUT,,,,,,,,
d-51381,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51381,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51382,l-2,p-TCP,,,,,,,,
c-DDOS,d-51382,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51382,l-2,x-OUT,,,,,,,,
c-DDOS,d-51382,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51382,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51382,r-PRIVATE,x-OUT,,,,,,,,
d-51382,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51382,l-2,p-TCP,x-OUT,,,,,,,,
d-51382,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51382,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51383,l-2,p-TCP,,,,,,,,
c-DDOS,d-51383,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51383,l-2,x-OUT,,,,,,,,
c-DDOS,d-51383,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51383,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51383,r-PRIVATE,x-OUT,,,,,,,,
d-51383,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51383,l-2,p-TCP,x-OUT,,,,,,,,
d-51383,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51383,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51384,l-2,p-TCP,,,,,,,,
c-DDOS,d-51384,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51384,l-2,x-OUT,,,,,,,,
c-DDOS,d-51384,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51384,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51384,r-PRIVATE,x-OUT,,,,,,,,
d-51384,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51384,l-2,p-TCP,x-OUT,,,,,,,,
d-51384,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51384,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51385,l-2,p-TCP,,,,,,,,
c-DDOS,d-51385,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51385,l-2,x-OUT,,,,,,,,
c-DDOS,d-51385,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51385,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51385,r-PRIVATE,x-OUT,,,,,,,,
d-51385,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51385,l-2,p-TCP,x-OUT,,,,,,,,
d-51385,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51385,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51386,l-2,p-TCP,,,,,,,,
c-DDOS,d-51386,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51386,l-2,x-OUT,,,,,,,,
c-DDOS,d-51386,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51386,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51386,r-PRIVATE,x-OUT,,,,,,,,
d-51386,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51386,l-2,p-TCP,x-OUT,,,,,,,,
d-51386,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51386,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51387,l-2,p-TCP,,,,,,,,
c-DDOS,d-51387,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51387,l-2,x-OUT,,,,,,,,
c-DDOS,d-51387,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51387,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51387,r-PRIVATE,x-OUT,,,,,,,,
d-51387,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51387,l-2,p-TCP,x-OUT,,,,,,,,
d-51387,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51387,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51388,l-2,p-TCP,,,,,,,,
c-DDOS,d-51388,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51388,l-2,x-OUT,,,,,,,,
c-DDOS,d-51388,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51388,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51388,r-PRIVATE,x-OUT,,,,,,,,
d-51388,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51388,l-2,p-TCP,x-OUT,,,,,,,,
d-51388,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51388,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51389,l-2,p-TCP,,,,,,,,
c-DDOS,d-51389,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51389,l-2,x-OUT,,,,,,,,
c-DDOS,d-51389,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51389,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51389,r-PRIVATE,x-OUT,,,,,,,,
d-51389,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51389,l-2,p-TCP,x-OUT,,,,,,,,
d-51389,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51389,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51390,l-2,p-TCP,,,,,,,,
c-DDOS,d-51390,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51390,l-2,x-OUT,,,,,,,,
c-DDOS,d-51390,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51390,p-TCP,x-OUT,,,,,,,,
